"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals",":"
"2019","European Union - 25 countries (2004-2006)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: daily","Percentage of individuals","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: daily","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: at least once a week (but not every day)","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: at least once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: at least once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: less than once a month","Percentage of individuals","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: less than once a month","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: less than once a week","Percentage of individuals","All Individuals",":"
"2019","European Union - 15 countries (1995-2004)","Frequency of internet access: less than once a week","Percentage of individuals who used internet in the last 3 months","All Individuals",":"
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: once a week (including every day)","Percentage of individuals","All Individuals","85"
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: once a week (including every day)","Percentage of individuals who used internet in the last 3 months","All Individuals","98"
"2019","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Frequency of internet access: daily","Percentage of individuals","All Individuals","79"
